,dest_node,source_node,weight,source_class,dest_class,edge_class
803,198,37,1,2,0,Feb-00
804,164,44,1,2,0,Feb-00
805,176,47,1,2,0,Feb-00
806,181,34,1,2,0,Feb-00
807,146,1,1,2,0,Feb-00
808,178,40,1,2,0,Feb-00
809,168,0,1,2,0,Feb-00
810,183,38,1,2,0,Feb-00
811,135,34,1,2,0,Feb-00
812,166,39,1,2,0,Feb-00
813,144,41,1,2,0,Feb-00
814,150,29,1,2,0,Feb-00
815,159,36,1,2,0,Feb-00
816,178,42,1,2,0,Feb-00
817,176,26,1,2,0,Feb-00
818,178,4,1,2,0,Feb-00
819,176,14,1,2,0,Feb-00
820,199,54,1,2,0,Feb-00
821,152,45,1,2,0,Feb-00
822,184,43,1,2,0,Feb-00
823,163,30,1,2,0,Feb-00
824,153,6,1,2,0,Feb-00
825,176,3,1,2,0,Feb-00
826,154,23,1,2,0,Feb-00
827,132,0,1,2,0,Feb-00
828,187,41,1,2,0,Feb-00
829,179,36,1,2,0,Feb-00
830,133,25,1,2,0,Feb-00
831,185,18,1,2,0,Feb-00
832,128,16,1,2,0,Feb-00
833,151,57,1,2,0,Feb-00
834,197,25,1,2,0,Feb-00
835,133,55,1,2,0,Feb-00
836,142,20,1,2,0,Feb-00
837,185,3,1,2,0,Feb-00
838,169,44,1,2,0,Feb-00
839,188,49,1,2,0,Feb-00
840,143,32,1,2,0,Feb-00
841,121,37,1,2,0,Feb-00
842,131,17,1,2,0,Feb-00
843,125,38,1,2,0,Feb-00
844,180,29,1,2,0,Feb-00
845,155,6,1,2,0,Feb-00
846,196,46,1,2,0,Feb-00
847,192,46,1,2,0,Feb-00
848,128,35,1,2,0,Feb-00
849,194,13,1,2,0,Feb-00
850,158,49,1,2,0,Feb-00
851,192,12,1,2,0,Feb-00
852,198,2,1,2,0,Feb-00
853,126,9,1,2,0,Feb-00
854,183,36,1,2,0,Feb-00
855,150,35,1,2,0,Feb-00
856,157,21,1,2,0,Feb-00
857,183,38,1,2,0,Feb-00
858,176,1,1,2,0,Feb-00
859,151,8,1,2,0,Feb-00
860,178,59,1,2,0,Feb-00
861,158,52,1,2,0,Feb-00
862,124,22,1,2,0,Feb-00
863,159,26,1,2,0,Feb-00
864,163,0,1,2,0,Feb-00
865,132,2,1,2,0,Feb-00
866,153,57,1,2,0,Feb-00
867,171,43,1,2,0,Feb-00
868,130,31,1,2,0,Feb-00
869,148,0,1,2,0,Feb-00
870,182,10,1,2,0,Feb-00
871,174,20,1,2,0,Feb-00
872,187,47,1,2,0,Feb-00
873,169,9,1,2,0,Feb-00
874,121,10,1,2,0,Feb-00
875,178,2,1,2,0,Feb-00
876,122,2,1,2,0,Feb-00
877,133,56,1,2,0,Feb-00
878,124,35,1,2,0,Feb-00
879,136,19,1,2,0,Feb-00
880,120,5,1,2,0,Feb-00
881,161,54,1,2,0,Feb-00
882,125,2,1,2,0,Feb-00
883,174,24,1,2,0,Feb-00
884,125,51,1,2,0,Feb-00
885,142,14,1,2,0,Feb-00
886,183,48,1,2,0,Feb-00
887,147,28,1,2,0,Feb-00
888,172,51,1,2,0,Feb-00
889,139,42,1,2,0,Feb-00
890,141,21,1,2,0,Feb-00
891,188,54,1,2,0,Feb-00
892,176,3,1,2,0,Feb-00
893,150,8,1,2,0,Feb-00
894,143,29,1,2,0,Feb-00
895,124,54,1,2,0,Feb-00
896,162,4,1,2,0,Feb-00
897,169,38,1,2,0,Feb-00
898,177,20,1,2,0,Feb-00
899,173,55,1,2,0,Feb-00
900,133,13,1,2,0,Feb-00
901,180,6,1,2,0,Feb-00
902,135,55,1,2,0,Feb-00
903,127,3,1,2,0,Feb-00
904,198,49,1,2,0,Feb-00
905,191,36,1,2,0,Feb-00
906,186,44,1,2,0,Feb-00
907,134,18,1,2,0,Feb-00
908,126,43,1,2,0,Feb-00
909,189,10,1,2,0,Feb-00
910,120,52,1,2,0,Feb-00
911,157,19,1,2,0,Feb-00
912,156,3,1,2,0,Feb-00
913,158,19,1,2,0,Feb-00
914,124,31,1,2,0,Feb-00
915,146,52,1,2,0,Feb-00
916,191,43,1,2,0,Feb-00
917,151,31,1,2,0,Feb-00
918,187,53,1,2,0,Feb-00
919,144,12,1,2,0,Feb-00
920,157,30,1,2,0,Feb-00
921,198,29,1,2,0,Feb-00
922,165,21,1,2,0,Feb-00
923,131,6,1,2,0,Feb-00
924,176,53,1,2,0,Feb-00
925,137,2,1,2,0,Feb-00
926,143,50,1,2,0,Feb-00
927,199,22,1,2,0,Feb-00
928,170,44,1,2,0,Feb-00
929,163,4,1,2,0,Feb-00
930,149,14,1,2,0,Feb-00
931,125,14,1,2,0,Feb-00
932,161,21,1,2,0,Feb-00
933,154,13,1,2,0,Feb-00
934,169,40,1,2,0,Feb-00
935,161,27,1,2,0,Feb-00
936,135,14,1,2,0,Feb-00
937,172,18,1,2,0,Feb-00
938,164,30,1,2,0,Feb-00
939,163,6,1,2,0,Feb-00
940,131,2,1,2,0,Feb-00
941,153,7,1,2,0,Feb-00
942,174,55,1,2,0,Feb-00
943,162,44,1,2,0,Feb-00
944,194,43,1,2,0,Feb-00
945,130,10,1,2,0,Feb-00
