dest_node,source_node,weight,source_class,dest_class,edge_class
7200,733,1,0,1,0-1
7200,1859,1,0,1,0-1
7200,2399,1,0,1,0-1
7200,2524,1,0,1,0-1
7200,3217,1,0,1,0-1
7200,4440,1,0,1,0-1
7201,1859,1,0,1,0-1
7201,2373,1,0,1,0-1
7201,3552,1,0,1,0-1
7202,1416,1,0,1,0-1
7202,1417,1,0,1,0-1
7202,1833,1,0,1,0-1
7203,1169,1,0,1,0-1
7203,1177,1,0,1,0-1
7203,3724,1,0,1,0-1
7204,266,1,0,1,0-1
7204,2962,1,0,1,0-1
7204,3538,1,0,1,0-1
7204,4466,1,0,1,0-1
7205,727,1,0,1,0-1
7205,2978,1,0,1,0-1
7205,3412,1,0,1,0-1
7205,3413,1,0,1,0-1
7205,4467,1,0,1,0-1
7206,2163,1,0,1,0-1
7206,2226,1,0,1,0-1
7206,3299,1,0,1,0-1
7206,3300,1,0,1,0-1
7206,4468,1,0,1,0-1
7207,1276,1,0,1,0-1
7207,3894,1,0,1,0-1
7208,1114,1,0,1,0-1
7208,3247,1,0,1,0-1
7208,4469,1,0,1,0-1
7209,228,1,0,1,0-1
7209,2364,1,0,1,0-1
7209,2365,1,0,1,0-1
7209,3697,1,0,1,0-1
7210,354,1,0,1,0-1
7210,594,1,0,1,0-1
7210,2524,1,0,1,0-1
7210,3277,1,0,1,0-1
7210,3722,1,0,1,0-1
7211,1523,1,0,1,0-1
7211,1526,1,0,1,0-1
7211,1531,1,0,1,0-1
7212,394,1,0,1,0-1
7212,946,1,0,1,0-1
7212,1205,1,0,1,0-1
7212,2171,1,0,1,0-1
7213,622,1,0,1,0-1
7213,971,1,0,1,0-1
7214,481,1,0,1,0-1
7214,2112,1,0,1,0-1
7214,3949,1,0,1,0-1
7214,4470,1,0,1,0-1
7214,4471,1,0,1,0-1
7215,119,1,0,1,0-1
7215,2121,1,0,1,0-1
7215,3033,1,0,1,0-1
7215,4472,1,0,1,0-1
7216,1920,1,0,1,0-1
7216,2058,1,0,1,0-1
7216,3209,1,0,1,0-1
7217,2524,1,0,1,0-1
7217,3277,1,0,1,0-1
7217,3842,1,0,1,0-1
7217,3970,1,0,1,0-1
7218,427,1,0,1,0-1
7218,1982,1,0,1,0-1
7218,3696,1,0,1,0-1
7219,1966,1,0,1,0-1
7219,3891,1,0,1,0-1
7220,3593,1,0,1,0-1
7220,4166,1,0,1,0-1
7220,4473,1,0,1,0-1
7220,4474,1,0,1,0-1
7221,383,1,0,1,0-1
7221,2061,1,0,1,0-1
7221,2357,1,0,1,0-1
7222,29,1,0,1,0-1
7222,240,1,0,1,0-1
7222,279,1,0,1,0-1
7222,1698,1,0,1,0-1
7223,1781,1,0,1,0-1
7223,3951,1,0,1,0-1
7223,4475,1,0,1,0-1
7224,7,1,0,1,0-1
7224,155,1,0,1,0-1
7224,4476,1,0,1,0-1
7225,22,1,0,1,0-1
7225,44,1,0,1,0-1
7225,3940,1,0,1,0-1
7225,4140,1,0,1,0-1
7226,121,1,0,1,0-1
7226,2113,1,0,1,0-1
7226,3704,1,0,1,0-1
7226,4477,1,0,1,0-1
7227,1293,1,0,1,0-1
7227,1406,1,0,1,0-1
7227,4478,1,0,1,0-1
7228,361,1,0,1,0-1
7228,362,1,0,1,0-1
7229,1110,1,0,1,0-1
7229,3349,1,0,1,0-1
7230,1969,1,0,1,0-1
7230,4479,1,0,1,0-1
7231,743,1,0,1,0-1
7231,946,1,0,1,0-1
7231,1338,1,0,1,0-1
7231,2040,1,0,1,0-1
7231,2127,1,0,1,0-1
7232,3471,1,0,1,0-1
7232,3769,1,0,1,0-1
7233,985,1,0,1,0-1
7233,986,1,0,1,0-1
7233,3134,1,0,1,0-1
7234,2524,1,0,1,0-1
7234,4480,1,0,1,0-1
7234,4481,1,0,1,0-1
7235,733,1,0,1,0-1
7235,2524,1,0,1,0-1
7235,3701,1,0,1,0-1
7235,4171,1,0,1,0-1
7235,4172,1,0,1,0-1
7235,4173,1,0,1,0-1
7236,1359,1,0,1,0-1
7236,3505,1,0,1,0-1
7236,4482,1,0,1,0-1
7237,1969,1,0,1,0-1
7237,4479,1,0,1,0-1
7237,4483,1,0,1,0-1
7238,143,1,0,1,0-1
7238,707,1,0,1,0-1
7238,2524,1,0,1,0-1
7238,3971,1,0,1,0-1
7238,4124,1,0,1,0-1
7239,618,1,0,1,0-1
7239,4028,1,0,1,0-1
7240,50,1,0,1,0-1
7240,1234,1,0,1,0-1
7240,4484,1,0,1,0-1
7241,907,1,0,1,0-1
7241,1475,1,0,1,0-1
7241,1476,1,0,1,0-1
7241,1477,1,0,1,0-1
7241,1486,1,0,1,0-1
7241,1691,1,0,1,0-1
7242,458,1,0,1,0-1
7242,4082,1,0,1,0-1
7242,4485,1,0,1,0-1
7243,1048,1,0,1,0-1
7243,1049,1,0,1,0-1
7243,1623,1,0,1,0-1
7243,3276,1,0,1,0-1
7243,4144,1,0,1,0-1
7243,4167,1,0,1,0-1
7244,594,1,0,1,0-1
7244,896,1,0,1,0-1
7244,897,1,0,1,0-1
7244,1450,1,0,1,0-1
7245,112,1,0,1,0-1
7245,3192,1,0,1,0-1
7245,3362,1,0,1,0-1
7246,679,1,0,1,0-1
7246,1998,1,0,1,0-1
7246,3494,1,0,1,0-1
7246,4486,1,0,1,0-1
7247,458,1,0,1,0-1
7247,863,1,0,1,0-1
7247,4059,1,0,1,0-1
7247,4487,1,0,1,0-1
7248,128,1,0,1,0-1
7248,1137,1,0,1,0-1
7248,2528,1,0,1,0-1
7248,4488,1,0,1,0-1
7249,1722,1,0,1,0-1
7249,3379,1,0,1,0-1
7250,1306,1,0,1,0-1
7250,3740,1,0,1,0-1
7250,4489,1,0,1,0-1
7250,4490,1,0,1,0-1
7251,1973,1,0,1,0-1
7251,2176,1,0,1,0-1
7251,2332,1,0,1,0-1
7251,3293,1,0,1,0-1
7252,1651,1,0,1,0-1
7252,3940,1,0,1,0-1
7252,4491,1,0,1,0-1
7253,1496,1,0,1,0-1
7253,1687,1,0,1,0-1
7253,1903,1,0,1,0-1
7253,2335,1,0,1,0-1
7253,3010,1,0,1,0-1
7253,3282,1,0,1,0-1
7253,4492,1,0,1,0-1
7253,4493,1,0,1,0-1
7253,4494,1,0,1,0-1
7253,4495,1,0,1,0-1
7253,4496,1,0,1,0-1
7254,1482,1,0,1,0-1
7254,4497,1,0,1,0-1
7255,249,1,0,1,0-1
7255,765,1,0,1,0-1
7256,839,1,0,1,0-1
7256,1859,1,0,1,0-1
7256,2523,1,0,1,0-1
7257,1249,1,0,1,0-1
7257,3516,1,0,1,0-1
7258,290,1,0,1,0-1
7258,424,1,0,1,0-1
7258,990,1,0,1,0-1
7258,991,1,0,1,0-1
7258,3315,1,0,1,0-1
7259,394,1,0,1,0-1
7259,594,1,0,1,0-1
7259,946,1,0,1,0-1
7259,1642,1,0,1,0-1
7259,1664,1,0,1,0-1
7259,2171,1,0,1,0-1
7259,3221,1,0,1,0-1
7259,3715,1,0,1,0-1
7260,1858,1,0,1,0-1
7260,1859,1,0,1,0-1
7260,2234,1,0,1,0-1
7260,2399,1,0,1,0-1
7261,1858,1,0,1,0-1
7261,2982,1,0,1,0-1
7262,624,1,0,1,0-1
7262,2476,1,0,1,0-1
7262,2650,1,0,1,0-1
7263,423,1,0,1,0-1
7263,2349,1,0,1,0-1
7263,3439,1,0,1,0-1
7263,3722,1,0,1,0-1
7264,2349,1,0,1,0-1
7264,3433,1,0,1,0-1
7264,3516,1,0,1,0-1
7264,3517,1,0,1,0-1
7265,423,1,0,1,0-1
7265,2451,1,0,1,0-1
7265,2494,1,0,1,0-1
7265,2982,1,0,1,0-1
7266,2349,1,0,1,0-1
7266,2982,1,0,1,0-1
7266,3433,1,0,1,0-1
7266,3517,1,0,1,0-1
7267,423,1,0,1,0-1
7267,2349,1,0,1,0-1
7267,3439,1,0,1,0-1
7267,4525,1,0,1,0-1
7268,1973,1,0,1,0-1
7268,3293,1,0,1,0-1
7269,93,1,0,1,0-1
7269,101,1,0,1,0-1
7269,284,1,0,1,0-1
7269,324,1,0,1,0-1
7269,604,1,0,1,0-1
7269,685,1,0,1,0-1
7269,3541,1,0,1,0-1
7269,3569,1,0,1,0-1
7269,4155,1,0,1,0-1
7270,762,1,0,1,0-1
7270,1256,1,0,1,0-1
7271,2076,1,0,1,0-1
7271,2492,1,0,1,0-1
7271,3518,1,0,1,0-1
7272,458,1,0,1,0-1
7272,2361,1,0,1,0-1
7273,499,1,0,1,0-1
7273,2234,1,0,1,0-1
7273,3041,1,0,1,0-1
7274,2041,1,0,1,0-1
7274,2086,1,0,1,0-1
7274,4535,1,0,1,0-1
7275,84,1,0,1,0-1
7275,87,1,0,1,0-1
7275,913,1,0,1,0-1
7275,2376,1,0,1,0-1
7275,2393,1,0,1,0-1
7276,299,1,0,1,0-1
7276,2055,1,0,1,0-1
7276,3372,1,0,1,0-1
7277,359,1,0,1,0-1
7277,1766,1,0,1,0-1
7277,2227,1,0,1,0-1
7277,2228,1,0,1,0-1
7278,1370,1,0,1,0-1
7278,2051,1,0,1,0-1
7278,2197,1,0,1,0-1
7279,499,1,0,1,0-1
7279,1500,1,0,1,0-1
7279,2423,1,0,1,0-1
7279,2424,1,0,1,0-1
7279,2425,1,0,1,0-1
7280,997,1,0,1,0-1
7280,1355,1,0,1,0-1
7280,2069,1,0,1,0-1
7280,2095,1,0,1,0-1
7281,2237,1,0,1,0-1
7281,3145,1,0,1,0-1
7281,3146,1,0,1,0-1
7281,3339,1,0,1,0-1
7282,449,1,0,1,0-1
7282,1262,1,0,1,0-1
7282,1803,1,0,1,0-1
7282,3345,1,0,1,0-1
7282,3639,1,0,1,0-1
7282,4536,1,0,1,0-1
7283,143,1,0,1,0-1
7283,668,1,0,1,0-1
7284,1153,1,0,1,0-1
7284,3150,1,0,1,0-1
7285,1763,1,0,1,0-1
7285,2332,1,0,1,0-1
7285,3298,1,0,1,0-1
7286,1763,1,0,1,0-1
7286,2332,1,0,1,0-1
7287,1026,1,0,1,0-1
7287,4537,1,0,1,0-1
7288,365,1,0,1,0-1
7288,1281,1,0,1,0-1
7288,1355,1,0,1,0-1
7289,3248,1,0,1,0-1
7289,4284,1,0,1,0-1
7289,4512,1,0,1,0-1
7289,4538,1,0,1,0-1
7289,4539,1,0,1,0-1
7289,4540,1,0,1,0-1
7289,4541,1,0,1,0-1
7290,326,1,0,1,0-1
7290,1281,1,0,1,0-1
7290,1648,1,0,1,0-1
7290,1931,1,0,1,0-1
7291,2234,1,0,1,0-1
7291,2331,1,0,1,0-1
7291,2380,1,0,1,0-1
7292,668,1,0,1,0-1
7292,669,1,0,1,0-1
7292,876,1,0,1,0-1
7292,1584,1,0,1,0-1
7292,1612,1,0,1,0-1
7292,3294,1,0,1,0-1
7293,62,1,0,1,0-1
7293,63,1,0,1,0-1
7293,562,1,0,1,0-1
7293,1494,1,0,1,0-1
7293,2016,1,0,1,0-1
7293,4542,1,0,1,0-1
7294,1945,1,0,1,0-1
7294,2077,1,0,1,0-1
7294,2582,1,0,1,0-1
7294,3337,1,0,1,0-1
7294,3338,1,0,1,0-1
7295,610,1,0,1,0-1
7295,1539,1,0,1,0-1
7295,2510,1,0,1,0-1
7295,2512,1,0,1,0-1
7295,4509,1,0,1,0-1
7296,69,1,0,1,0-1
7296,839,1,0,1,0-1
7296,3360,1,0,1,0-1
7296,3476,1,0,1,0-1
7297,839,1,0,1,0-1
7297,3476,1,0,1,0-1
7297,4526,1,0,1,0-1
7298,1889,1,0,1,0-1
7298,4506,1,0,1,0-1
7299,1087,1,0,1,0-1
7299,1483,1,0,1,0-1
7299,1540,1,0,1,0-1
7300,100,1,0,1,0-1
7300,902,1,0,1,0-1
7301,508,1,0,1,0-1
7301,1863,1,0,1,0-1
7302,1327,1,0,1,0-1
7302,3538,1,0,1,0-1
7303,3529,1,0,1,0-1
7303,3538,1,0,1,0-1
7304,526,1,0,1,0-1
7304,2068,1,0,1,0-1
7304,2074,1,0,1,0-1
7304,4543,1,0,1,0-1
7305,2424,1,0,1,0-1
7305,2425,1,0,1,0-1
7305,2501,1,0,1,0-1
7305,3108,1,0,1,0-1
7305,4500,1,0,1,0-1
7306,514,1,0,1,0-1
7306,534,1,0,1,0-1
7306,1157,1,0,1,0-1
7307,534,1,0,1,0-1
7307,1004,1,0,1,0-1
7307,1168,1,0,1,0-1
7307,1540,1,0,1,0-1
7308,216,1,0,1,0-1
7308,1004,1,0,1,0-1
7308,2435,1,0,1,0-1
7308,3369,1,0,1,0-1
7308,4544,1,0,1,0-1
7308,4545,1,0,1,0-1
7309,366,1,0,1,0-1
7309,1273,1,0,1,0-1
7310,375,1,0,1,0-1
7310,1399,1,0,1,0-1
7310,3435,1,0,1,0-1
7310,3436,1,0,1,0-1
7310,3437,1,0,1,0-1
7311,577,1,0,1,0-1
7311,1538,1,0,1,0-1
7311,1628,1,0,1,0-1
7312,301,1,0,1,0-1
7312,649,1,0,1,0-1
7312,1728,1,0,1,0-1
7312,2399,1,0,1,0-1
7312,2502,1,0,1,0-1
7312,2982,1,0,1,0-1
7312,3347,1,0,1,0-1
7312,3439,1,0,1,0-1
7312,3586,1,0,1,0-1
7312,3635,1,0,1,0-1
7312,4527,1,0,1,0-1
7313,1728,1,0,1,0-1
7313,2493,1,0,1,0-1
7313,2494,1,0,1,0-1
7313,4546,1,0,1,0-1
7314,558,1,0,1,0-1
7314,766,1,0,1,0-1
7314,767,1,0,1,0-1
7314,861,1,0,1,0-1
7315,1345,1,0,1,0-1
7315,1351,1,0,1,0-1
7315,1766,1,0,1,0-1
7316,406,1,0,1,0-1
7316,559,1,0,1,0-1
7316,583,1,0,1,0-1
7316,584,1,0,1,0-1
7316,585,1,0,1,0-1
7316,586,1,0,1,0-1
7316,587,1,0,1,0-1
7316,588,1,0,1,0-1
7316,589,1,0,1,0-1
7317,591,1,0,1,0-1
7317,1801,1,0,1,0-1
7317,1859,1,0,1,0-1
7317,2261,1,0,1,0-1
7317,3586,1,0,1,0-1
7317,3609,1,0,1,0-1
7317,4288,1,0,1,0-1
7318,2084,1,0,1,0-1
7318,2152,1,0,1,0-1
7318,2582,1,0,1,0-1
7319,1247,1,0,1,0-1
7319,1869,1,0,1,0-1
7319,2065,1,0,1,0-1
7319,2426,1,0,1,0-1
7320,2331,1,0,1,0-1
7320,2380,1,0,1,0-1
7320,4498,1,0,1,0-1
7320,4499,1,0,1,0-1
7321,623,1,0,1,0-1
7321,624,1,0,1,0-1
7321,1427,1,0,1,0-1
7321,2644,1,0,1,0-1
7322,1244,1,0,1,0-1
7322,2089,1,0,1,0-1
7322,2442,1,0,1,0-1
7323,1255,1,0,1,0-1
7323,2493,1,0,1,0-1
7323,3220,1,0,1,0-1
7324,735,1,0,1,0-1
7324,2318,1,0,1,0-1
7324,3096,1,0,1,0-1
7325,2055,1,0,1,0-1
7325,2056,1,0,1,0-1
7325,3037,1,0,1,0-1
7326,566,1,0,1,0-1
7326,612,1,0,1,0-1
7326,662,1,0,1,0-1
7327,1074,1,0,1,0-1
7327,2062,1,0,1,0-1
7327,2853,1,0,1,0-1
7327,4501,1,0,1,0-1
7327,4502,1,0,1,0-1
7328,69,1,0,1,0-1
7328,624,1,0,1,0-1
7328,1427,1,0,1,0-1
7328,2644,1,0,1,0-1
7328,4033,1,0,1,0-1
7329,107,1,0,1,0-1
7329,2491,1,0,1,0-1
7329,2650,1,0,1,0-1
7329,2713,1,0,1,0-1
7330,643,1,0,1,0-1
7330,668,1,0,1,0-1
7330,876,1,0,1,0-1
7330,2196,1,0,1,0-1
7331,832,1,0,1,0-1
7331,975,1,0,1,0-1
7331,1221,1,0,1,0-1
7331,2303,1,0,1,0-1
7332,1221,1,0,1,0-1
7332,2303,1,0,1,0-1
7332,4547,1,0,1,0-1
7332,4548,1,0,1,0-1
7333,767,1,0,1,0-1
7333,2443,1,0,1,0-1
7333,2444,1,0,1,0-1
7333,3402,1,0,1,0-1
7334,548,1,0,1,0-1
7334,2389,1,0,1,0-1
7334,3232,1,0,1,0-1
7334,4504,1,0,1,0-1
7335,525,1,0,1,0-1
7335,1533,1,0,1,0-1
7335,1534,1,0,1,0-1
7336,1743,1,0,1,0-1
7336,3411,1,0,1,0-1
7336,3717,1,0,1,0-1
7337,53,1,0,1,0-1
7337,54,1,0,1,0-1
7337,1634,1,0,1,0-1
7337,1892,1,0,1,0-1
7337,1893,1,0,1,0-1
7338,1385,1,0,1,0-1
7338,1960,1,0,1,0-1
7338,3199,1,0,1,0-1
7338,3340,1,0,1,0-1
7338,3341,1,0,1,0-1
7338,3342,1,0,1,0-1
7338,3562,1,0,1,0-1
7339,2235,1,0,1,0-1
7339,4304,1,0,1,0-1
7340,962,1,0,1,0-1
7340,1732,1,0,1,0-1
7340,2176,1,0,1,0-1
7340,3668,1,0,1,0-1
7341,765,1,0,1,0-1
7341,847,1,0,1,0-1
7341,1124,1,0,1,0-1
7341,3628,1,0,1,0-1
7342,1044,1,0,1,0-1
7342,2409,1,0,1,0-1
7342,3151,1,0,1,0-1
7342,4237,1,0,1,0-1
7343,256,1,0,1,0-1
7343,1042,1,0,1,0-1
7344,747,1,0,1,0-1
7344,1016,1,0,1,0-1
7344,1502,1,0,1,0-1
7345,838,1,0,1,0-1
7345,3238,1,0,1,0-1
7345,3576,1,0,1,0-1
7345,3668,1,0,1,0-1
7346,56,1,0,1,0-1
7346,59,1,0,1,0-1
7347,533,1,0,1,0-1
7347,668,1,0,1,0-1
7348,533,1,0,1,0-1
7348,668,1,0,1,0-1
7349,526,1,0,1,0-1
7349,2068,1,0,1,0-1
7349,2074,1,0,1,0-1
7349,2098,1,0,1,0-1
7349,2099,1,0,1,0-1
7350,1513,1,0,1,0-1
7350,1515,1,0,1,0-1
7350,2627,1,0,1,0-1
7350,4549,1,0,1,0-1
7351,1038,1,0,1,0-1
7351,1487,1,0,1,0-1
7351,3045,1,0,1,0-1
7352,5,1,0,1,0-1
7352,17,1,0,1,0-1
7352,1935,1,0,1,0-1
7353,623,1,0,1,0-1
7353,2183,1,0,1,0-1
7353,2839,1,0,1,0-1
7353,4153,1,0,1,0-1
7354,40,1,0,1,0-1
7354,436,1,0,1,0-1
7354,933,1,0,1,0-1
7355,1038,1,0,1,0-1
7355,1421,1,0,1,0-1
7355,1431,1,0,1,0-1
7355,3660,1,0,1,0-1
7356,1229,1,0,1,0-1
7356,1470,1,0,1,0-1
7356,1930,1,0,1,0-1
7356,2542,1,0,1,0-1
7356,3356,1,0,1,0-1
7357,46,1,0,1,0-1
7357,1502,1,0,1,0-1
7357,4532,1,0,1,0-1
7358,1038,1,0,1,0-1
7358,1421,1,0,1,0-1
7358,1431,1,0,1,0-1
7358,3064,1,0,1,0-1
7358,3306,1,0,1,0-1
7358,3307,1,0,1,0-1
7359,1859,1,0,1,0-1
7359,2718,1,0,1,0-1
7359,2719,1,0,1,0-1
7359,2720,1,0,1,0-1
7360,1038,1,0,1,0-1
7360,1421,1,0,1,0-1
7360,1431,1,0,1,0-1
7360,3306,1,0,1,0-1
7360,3307,1,0,1,0-1
7361,187,1,0,1,0-1
7361,2482,1,0,1,0-1
7362,375,1,0,1,0-1
7362,2205,1,0,1,0-1
7362,2354,1,0,1,0-1
7363,175,1,0,1,0-1
7363,431,1,0,1,0-1
7363,4550,1,0,1,0-1
7364,338,1,0,1,0-1
7364,362,1,0,1,0-1
7364,1497,1,0,1,0-1
7364,3535,1,0,1,0-1
7364,4551,1,0,1,0-1
7365,1824,1,0,1,0-1
7365,1877,1,0,1,0-1
7365,1918,1,0,1,0-1
7366,175,1,0,1,0-1
7366,2963,1,0,1,0-1
7366,4162,1,0,1,0-1
7367,9,1,0,1,0-1
7367,4201,1,0,1,0-1
7367,4552,1,0,1,0-1
7367,4553,1,0,1,0-1
7368,239,1,0,1,0-1
7368,2482,1,0,1,0-1
7369,109,1,0,1,0-1
7369,1022,1,0,1,0-1
7369,3512,1,0,1,0-1
7369,3662,1,0,1,0-1
7370,195,1,0,1,0-1
7370,3538,1,0,1,0-1
7370,4191,1,0,1,0-1
7371,88,1,0,1,0-1
7371,878,1,0,1,0-1
7371,1050,1,0,1,0-1
7371,2173,1,0,1,0-1
7371,2196,1,0,1,0-1
7372,1344,1,0,1,0-1
7372,1364,1,0,1,0-1
7372,3377,1,0,1,0-1
7373,2423,1,0,1,0-1
7373,2424,1,0,1,0-1
7374,57,1,0,1,0-1
7374,4554,1,0,1,0-1
7375,1119,1,0,1,0-1
7375,1151,1,0,1,0-1
7375,1431,1,0,1,0-1
7375,1840,1,0,1,0-1
7375,1841,1,0,1,0-1
7375,3660,1,0,1,0-1
7376,134,1,0,1,0-1
7376,427,1,0,1,0-1
7376,2411,1,0,1,0-1
7376,4528,1,0,1,0-1
7377,583,1,0,1,0-1
7377,767,1,0,1,0-1
7377,1021,1,0,1,0-1
7377,1952,1,0,1,0-1
7378,377,1,0,1,0-1
7378,610,1,0,1,0-1
7378,876,1,0,1,0-1
7378,1492,1,0,1,0-1
7378,1536,1,0,1,0-1
7378,3539,1,0,1,0-1
7378,3566,1,0,1,0-1
7378,3681,1,0,1,0-1
7378,4511,1,0,1,0-1
7379,610,1,0,1,0-1
7379,1646,1,0,1,0-1
7379,1777,1,0,1,0-1
7379,1809,1,0,1,0-1
7379,1810,1,0,1,0-1
7379,1811,1,0,1,0-1
7379,2252,1,0,1,0-1
7380,128,1,0,1,0-1
7380,145,1,0,1,0-1
7380,1137,1,0,1,0-1
7380,2039,1,0,1,0-1
7381,1004,1,0,1,0-1
7381,1540,1,0,1,0-1
7381,2435,1,0,1,0-1
7381,4555,1,0,1,0-1
7382,375,1,0,1,0-1
7382,1399,1,0,1,0-1
7382,2205,1,0,1,0-1
7382,2495,1,0,1,0-1
7382,3703,1,0,1,0-1
7383,1421,1,0,1,0-1
7383,1422,1,0,1,0-1
7383,3537,1,0,1,0-1
7384,3303,1,0,1,0-1
7384,3700,1,0,1,0-1
7385,1176,1,0,1,0-1
7385,2433,1,0,1,0-1
7385,3538,1,0,1,0-1
7386,1743,1,0,1,0-1
7387,734,1,0,1,0-1
7387,2377,1,0,1,0-1
7387,2402,1,0,1,0-1
7387,3627,1,0,1,0-1
7387,3632,1,0,1,0-1
7387,3661,1,0,1,0-1
7388,1176,1,0,1,0-1
7388,2380,1,0,1,0-1
7388,4498,1,0,1,0-1
7388,4499,1,0,1,0-1
7389,2181,1,0,1,0-1
7390,1153,1,0,1,0-1
7390,2181,1,0,1,0-1
7391,525,1,0,1,0-1
7391,1534,1,0,1,0-1
7391,4202,1,0,1,0-1
7392,811,1,0,1,0-1
7392,4556,1,0,1,0-1
7393,52,1,0,1,0-1
7393,53,1,0,1,0-1
7393,1647,1,0,1,0-1
7393,1900,1,0,1,0-1
7393,3141,1,0,1,0-1
7393,3359,1,0,1,0-1
7394,811,1,0,1,0-1
7394,4556,1,0,1,0-1
7395,2929,1,0,1,0-1
7395,3365,1,0,1,0-1
7395,3378,1,0,1,0-1
7396,2084,1,0,1,0-1
7396,3343,1,0,1,0-1
7397,2245,1,0,1,0-1
7397,2510,1,0,1,0-1
7397,2512,1,0,1,0-1
7397,2608,1,0,1,0-1
7397,4557,1,0,1,0-1
7397,4558,1,0,1,0-1
7398,1943,1,0,1,0-1
7398,1970,1,0,1,0-1
7399,53,1,0,1,0-1
7399,1901,1,0,1,0-1
7400,2331,1,0,1,0-1
7400,2380,1,0,1,0-1
7401,89,1,0,1,0-1
7401,668,1,0,1,0-1
7402,1953,1,0,1,0-1
7402,2390,1,0,1,0-1
7403,92,1,0,1,0-1
7403,101,1,0,1,0-1
7403,816,1,0,1,0-1
7403,817,1,0,1,0-1
7403,818,1,0,1,0-1
7403,819,1,0,1,0-1
7403,4507,1,0,1,0-1
7403,4559,1,0,1,0-1
7404,533,1,0,1,0-1
7404,668,1,0,1,0-1
7405,533,1,0,1,0-1
7405,2084,1,0,1,0-1
7406,2190,1,0,1,0-1
7406,2245,1,0,1,0-1
7406,2519,1,0,1,0-1
7406,2624,1,0,1,0-1
7407,506,1,0,1,0-1
7407,827,1,0,1,0-1
7407,2379,1,0,1,0-1
7407,2420,1,0,1,0-1
7408,2096,1,0,1,0-1
7408,2813,1,0,1,0-1
7408,4521,1,0,1,0-1
7409,1806,1,0,1,0-1
7409,3309,1,0,1,0-1
7409,3357,1,0,1,0-1
7410,1537,1,0,1,0-1
7410,1621,1,0,1,0-1
7410,1977,1,0,1,0-1
7410,2181,1,0,1,0-1
7411,851,1,0,1,0-1
7411,4560,1,0,1,0-1
7412,2187,1,0,1,0-1
7412,2447,1,0,1,0-1
7413,1106,1,0,1,0-1
7413,2187,1,0,1,0-1
7413,2404,1,0,1,0-1
7413,4561,1,0,1,0-1
7413,4562,1,0,1,0-1
7413,4563,1,0,1,0-1
7413,4564,1,0,1,0-1
7414,634,1,0,1,0-1
7414,635,1,0,1,0-1
7414,637,1,0,1,0-1
7414,1510,1,0,1,0-1
7415,2371,1,0,1,0-1
7415,3538,1,0,1,0-1
7416,938,1,0,1,0-1
7416,1183,1,0,1,0-1
7416,1895,1,0,1,0-1
7416,2257,1,0,1,0-1
7416,4565,1,0,1,0-1
7417,1083,1,0,1,0-1
7417,2851,1,0,1,0-1
7417,2852,1,0,1,0-1
7417,3476,1,0,1,0-1
7418,412,1,0,1,0-1
7418,1112,1,0,1,0-1
7418,1943,1,0,1,0-1
7419,157,1,0,1,0-1
7419,218,1,0,1,0-1
7419,347,1,0,1,0-1
7419,2853,1,0,1,0-1
7420,55,1,0,1,0-1
7420,97,1,0,1,0-1
7420,693,1,0,1,0-1
7420,1659,1,0,1,0-1
7420,4566,1,0,1,0-1
7421,1154,1,0,1,0-1
7421,1177,1,0,1,0-1
7422,1935,1,0,1,0-1
7422,1993,1,0,1,0-1
7422,1994,1,0,1,0-1
7423,424,1,0,1,0-1
7423,935,1,0,1,0-1
7423,969,1,0,1,0-1
7423,2546,1,0,1,0-1
7424,1042,1,0,1,0-1
7424,4567,1,0,1,0-1
7425,53,1,0,1,0-1
7425,1908,1,0,1,0-1
7425,3363,1,0,1,0-1
7426,297,1,0,1,0-1
7426,302,1,0,1,0-1
7426,303,1,0,1,0-1
7426,320,1,0,1,0-1
7427,335,1,0,1,0-1
7427,1274,1,0,1,0-1
7427,4148,1,0,1,0-1
7428,1003,1,0,1,0-1
7428,1004,1,0,1,0-1
7428,1540,1,0,1,0-1
7428,3309,1,0,1,0-1
7429,374,1,0,1,0-1
7429,375,1,0,1,0-1
7430,3396,1,0,1,0-1
7430,3433,1,0,1,0-1
7431,218,1,0,1,0-1
7431,1254,1,0,1,0-1
7431,2330,1,0,1,0-1
7432,974,1,0,1,0-1
7432,1319,1,0,1,0-1
7432,1320,1,0,1,0-1
7432,3294,1,0,1,0-1
7433,1295,1,0,1,0-1
7433,1296,1,0,1,0-1
7433,1906,1,0,1,0-1
7434,233,1,0,1,0-1
7434,1353,1,0,1,0-1
7434,1639,1,0,1,0-1
7434,1839,1,0,1,0-1
7435,1943,1,0,1,0-1
7435,1970,1,0,1,0-1
7435,1975,1,0,1,0-1
7435,4529,1,0,1,0-1
7436,88,1,0,1,0-1
7436,982,1,0,1,0-1
7436,3296,1,0,1,0-1
7436,3366,1,0,1,0-1
7436,3570,1,0,1,0-1
7437,146,1,0,1,0-1
7437,1540,1,0,1,0-1
7437,2410,1,0,1,0-1
7437,3279,1,0,1,0-1
7438,567,1,0,1,0-1
7438,568,1,0,1,0-1
7438,569,1,0,1,0-1
7438,570,1,0,1,0-1
7439,46,1,0,1,0-1
7439,1502,1,0,1,0-1
7439,3130,1,0,1,0-1
7440,944,1,0,1,0-1
7440,1004,1,0,1,0-1
7440,1540,1,0,1,0-1
7440,1886,1,0,1,0-1
7441,33,1,0,1,0-1
