,dest_node,source_node,weight,source_class,dest_class,edge_class
861,225,21,1,1,0,Jan-00
862,230,74,1,1,0,Jan-00
863,228,125,1,1,0,Jan-00
864,286,102,1,1,0,Jan-00
865,217,129,1,1,0,Jan-00
866,243,6,1,1,0,Jan-00
867,187,7,1,1,0,Jan-00
868,198,72,1,1,0,Jan-00
869,262,76,1,1,0,Jan-00
870,244,126,1,1,0,Jan-00
871,169,134,1,1,0,Jan-00
872,215,101,1,1,0,Jan-00
873,219,84,1,1,0,Jan-00
874,174,86,1,1,0,Jan-00
875,257,70,1,1,0,Jan-00
876,156,140,1,1,0,Jan-00
877,264,127,1,1,0,Jan-00
878,191,116,1,1,0,Jan-00
879,195,18,1,1,0,Jan-00
880,296,143,1,1,0,Jan-00
881,155,0,1,1,0,Jan-00
882,182,104,1,1,0,Jan-00
883,232,125,1,1,0,Jan-00
884,236,105,1,1,0,Jan-00
885,211,0,1,1,0,Jan-00
886,235,104,1,1,0,Jan-00
887,194,113,1,1,0,Jan-00
888,180,97,1,1,0,Jan-00
889,200,145,1,1,0,Jan-00
890,270,139,1,1,0,Jan-00
891,183,71,1,1,0,Jan-00
892,248,51,1,1,0,Jan-00
893,251,40,1,1,0,Jan-00
894,189,5,1,1,0,Jan-00
895,288,100,1,1,0,Jan-00
896,269,61,1,1,0,Jan-00
897,165,20,1,1,0,Jan-00
898,208,119,1,1,0,Jan-00
899,291,88,1,1,0,Jan-00
900,227,26,1,1,0,Jan-00
901,171,0,1,1,0,Jan-00
902,202,80,1,1,0,Jan-00
903,162,34,1,1,0,Jan-00
904,265,123,1,1,0,Jan-00
905,298,38,1,1,0,Jan-00
906,249,105,1,1,0,Jan-00
907,266,94,1,1,0,Jan-00
908,274,118,1,1,0,Jan-00
909,263,138,1,1,0,Jan-00
910,213,12,1,1,0,Jan-00
911,176,89,1,1,0,Jan-00
912,201,19,1,1,0,Jan-00
913,206,34,1,1,0,Jan-00
914,177,140,1,1,0,Jan-00
915,233,70,1,1,0,Jan-00
916,163,128,1,1,0,Jan-00
917,250,72,1,1,0,Jan-00
918,188,113,1,1,0,Jan-00
919,197,28,1,1,0,Jan-00
920,205,109,1,1,0,Jan-00
921,166,132,1,1,0,Jan-00
922,167,38,1,1,0,Jan-00
923,261,93,1,1,0,Jan-00
924,297,80,1,1,0,Jan-00
925,279,108,1,1,0,Jan-00
926,184,73,1,1,0,Jan-00
927,278,64,1,1,0,Jan-00
928,237,88,1,1,0,Jan-00
929,228,27,1,1,0,Jan-00
930,235,18,1,1,0,Jan-00
931,242,38,1,1,0,Jan-00
932,249,109,1,1,0,Jan-00
933,265,42,1,1,0,Jan-00
934,257,3,1,1,0,Jan-00
935,277,65,1,1,0,Jan-00
936,181,109,1,1,0,Jan-00
937,151,108,1,1,0,Jan-00
938,293,15,1,1,0,Jan-00
939,295,120,1,1,0,Jan-00
940,168,103,1,1,0,Jan-00
941,231,115,1,1,0,Jan-00
942,255,78,1,1,0,Jan-00
943,194,58,1,1,0,Jan-00
944,290,33,1,1,0,Jan-00
945,219,129,1,1,0,Jan-00
946,208,90,1,1,0,Jan-00
947,260,101,1,1,0,Jan-00
948,191,51,1,1,0,Jan-00
949,276,3,1,1,0,Jan-00
950,191,122,1,1,0,Jan-00
951,216,101,1,1,0,Jan-00
952,156,126,1,1,0,Jan-00
953,211,11,1,1,0,Jan-00
954,219,51,1,1,0,Jan-00
955,295,105,1,1,0,Jan-00
956,295,32,1,1,0,Jan-00
957,193,58,1,1,0,Jan-00
958,239,5,1,1,0,Jan-00
959,275,140,1,1,0,Jan-00
960,294,4,1,1,0,Jan-00
961,248,148,1,1,0,Jan-00
962,289,139,1,1,0,Jan-00
963,181,54,1,1,0,Jan-00
964,260,144,1,1,0,Jan-00
965,287,68,1,1,0,Jan-00
966,250,16,1,1,0,Jan-00
967,165,2,1,1,0,Jan-00
968,199,40,1,1,0,Jan-00
969,245,34,1,1,0,Jan-00
970,176,54,1,1,0,Jan-00
971,265,118,1,1,0,Jan-00
972,292,50,1,1,0,Jan-00
973,206,113,1,1,0,Jan-00
974,269,117,1,1,0,Jan-00
975,256,91,1,1,0,Jan-00
976,279,106,1,1,0,Jan-00
977,289,10,1,1,0,Jan-00
978,154,25,1,1,0,Jan-00
979,244,32,1,1,0,Jan-00
980,224,64,1,1,0,Jan-00
981,275,62,1,1,0,Jan-00
982,242,9,1,1,0,Jan-00
983,210,8,1,1,0,Jan-00
984,297,20,1,1,0,Jan-00
985,260,90,1,1,0,Jan-00
986,189,132,1,1,0,Jan-00
987,269,125,1,1,0,Jan-00
988,206,118,1,1,0,Jan-00
989,263,7,1,1,0,Jan-00
990,197,87,1,1,0,Jan-00
991,205,30,1,1,0,Jan-00
992,200,20,1,1,0,Jan-00
993,279,111,1,1,0,Jan-00
994,166,133,1,1,0,Jan-00
995,278,51,1,1,0,Jan-00
996,210,102,1,1,0,Jan-00
997,260,34,1,1,0,Jan-00
998,245,52,1,1,0,Jan-00
999,157,43,1,1,0,Jan-00
1000,291,147,1,1,0,Jan-00
1001,171,118,1,1,0,Jan-00
1002,254,29,1,1,0,Jan-00
1003,206,96,1,1,0,Jan-00
1004,242,18,1,1,0,Jan-00
1005,228,113,1,1,0,Jan-00
1006,206,56,1,1,0,Jan-00
1007,296,140,1,1,0,Jan-00
1008,170,111,1,1,0,Jan-00
1009,172,117,1,1,0,Jan-00
1010,181,54,1,1,0,Jan-00
1011,177,116,1,1,0,Jan-00
1012,243,59,1,1,0,Jan-00
1013,281,79,1,1,0,Jan-00
1014,222,58,1,1,0,Jan-00
1015,187,137,1,1,0,Jan-00
1016,245,127,1,1,0,Jan-00
1017,187,141,1,1,0,Jan-00
1018,222,90,1,1,0,Jan-00
1019,257,17,1,1,0,Jan-00
1020,192,92,1,1,0,Jan-00
1021,245,148,1,1,0,Jan-00
1022,278,24,1,1,0,Jan-00
1023,245,95,1,1,0,Jan-00
1024,206,128,1,1,0,Jan-00
1025,244,74,1,1,0,Jan-00
1026,228,91,1,1,0,Jan-00
1027,220,19,1,1,0,Jan-00
1028,233,82,1,1,0,Jan-00
1029,249,148,1,1,0,Jan-00
1030,151,63,1,1,0,Jan-00
1031,230,5,1,1,0,Jan-00
1032,204,120,1,1,0,Jan-00
1033,268,126,1,1,0,Jan-00
1034,244,5,1,1,0,Jan-00
1035,177,43,1,1,0,Jan-00
1036,212,42,1,1,0,Jan-00
1037,200,73,1,1,0,Jan-00
1038,208,98,1,1,0,Jan-00
1039,264,56,1,1,0,Jan-00
1040,279,19,1,1,0,Jan-00
1041,231,95,1,1,0,Jan-00
1042,206,148,1,1,0,Jan-00
1043,214,118,1,1,0,Jan-00
1044,244,73,1,1,0,Jan-00
1045,230,135,1,1,0,Jan-00
1046,246,24,1,1,0,Jan-00
1047,198,82,1,1,0,Jan-00
1048,168,134,1,1,0,Jan-00
1049,199,36,1,1,0,Jan-00
1050,230,48,1,1,0,Jan-00
1051,285,35,1,1,0,Jan-00
1052,230,84,1,1,0,Jan-00
1053,243,84,1,1,0,Jan-00
1054,283,122,1,1,0,Jan-00
1055,246,87,1,1,0,Jan-00
1056,258,53,1,1,0,Jan-00
1057,207,126,1,1,0,Jan-00
1058,173,70,1,1,0,Jan-00
1059,275,80,1,1,0,Jan-00
1060,279,57,1,1,0,Jan-00
1061,214,97,1,1,0,Jan-00
1062,274,98,1,1,0,Jan-00
1063,199,96,1,1,0,Jan-00
1064,267,112,1,1,0,Jan-00
1065,187,107,1,1,0,Jan-00
1066,278,3,1,1,0,Jan-00
1067,262,68,1,1,0,Jan-00
1068,247,65,1,1,0,Jan-00
1069,164,43,1,1,0,Jan-00
1070,207,119,1,1,0,Jan-00
1071,211,123,1,1,0,Jan-00
1072,192,69,1,1,0,Jan-00
1073,153,114,1,1,0,Jan-00
1074,270,110,1,1,0,Jan-00
1075,299,13,1,1,0,Jan-00
1076,276,40,1,1,0,Jan-00
1077,201,39,1,1,0,Jan-00
1078,299,95,1,1,0,Jan-00
1079,171,13,1,1,0,Jan-00
1080,229,121,1,1,0,Jan-00
1081,295,39,1,1,0,Jan-00
1082,238,7,1,1,0,Jan-00
1083,239,8,1,1,0,Jan-00
1084,288,108,1,1,0,Jan-00
1085,214,146,1,1,0,Jan-00
1086,287,34,1,1,0,Jan-00
1087,165,39,1,1,0,Jan-00
1088,174,62,1,1,0,Jan-00
1089,262,120,1,1,0,Jan-00
1090,174,22,1,1,0,Jan-00
1091,240,131,1,1,0,Jan-00
1092,256,111,1,1,0,Jan-00
1093,289,136,1,1,0,Jan-00
1094,184,74,1,1,0,Jan-00
1095,153,58,1,1,0,Jan-00
1096,232,135,1,1,0,Jan-00
1097,216,68,1,1,0,Jan-00
1098,285,141,1,1,0,Jan-00
1099,269,138,1,1,0,Jan-00
1100,282,115,1,1,0,Jan-00
1101,222,28,1,1,0,Jan-00
1102,180,131,1,1,0,Jan-00
1103,277,63,1,1,0,Jan-00
1104,251,72,1,1,0,Jan-00
1105,296,35,1,1,0,Jan-00
1106,262,72,1,1,0,Jan-00
1107,278,23,1,1,0,Jan-00
1108,172,6,1,1,0,Jan-00
1109,243,61,1,1,0,Jan-00
1110,217,143,1,1,0,Jan-00
1111,213,0,1,1,0,Jan-00
1112,231,145,1,1,0,Jan-00
1113,215,87,1,1,0,Jan-00
1114,206,94,1,1,0,Jan-00
1115,262,64,1,1,0,Jan-00
1116,241,118,1,1,0,Jan-00
1117,251,81,1,1,0,Jan-00
1118,205,125,1,1,0,Jan-00
1119,297,6,1,1,0,Jan-00
1120,250,36,1,1,0,Jan-00
1121,217,101,1,1,0,Jan-00
1122,298,77,1,1,0,Jan-00
1123,181,19,1,1,0,Jan-00
1124,197,128,1,1,0,Jan-00
1125,173,78,1,1,0,Jan-00
1126,163,38,1,1,0,Jan-00
1127,238,100,1,1,0,Jan-00
1128,265,33,1,1,0,Jan-00
1129,230,31,1,1,0,Jan-00
1130,258,97,1,1,0,Jan-00
1131,224,55,1,1,0,Jan-00
1132,222,64,1,1,0,Jan-00
1133,291,18,1,1,0,Jan-00
1134,261,29,1,1,0,Jan-00
1135,283,87,1,1,0,Jan-00
1136,223,42,1,1,0,Jan-00
1137,244,55,1,1,0,Jan-00
1138,184,60,1,1,0,Jan-00
1139,261,112,1,1,0,Jan-00
1140,229,34,1,1,0,Jan-00
1141,230,136,1,1,0,Jan-00
1142,184,50,1,1,0,Jan-00
1143,246,24,1,1,0,Jan-00
1144,266,56,1,1,0,Jan-00
1145,212,112,1,1,0,Jan-00
1146,224,15,1,1,0,Jan-00
1147,191,12,1,1,0,Jan-00
1148,182,70,1,1,0,Jan-00
1149,235,74,1,1,0,Jan-00
1150,198,34,1,1,0,Jan-00
1151,220,124,1,1,0,Jan-00
1152,279,97,1,1,0,Jan-00
1153,190,40,1,1,0,Jan-00
1154,283,16,1,1,0,Jan-00
1155,161,25,1,1,0,Jan-00
1156,288,108,1,1,0,Jan-00
1157,268,14,1,1,0,Jan-00
1158,162,39,1,1,0,Jan-00
1159,231,123,1,1,0,Jan-00
1160,253,81,1,1,0,Jan-00
1161,286,51,1,1,0,Jan-00
1162,271,76,1,1,0,Jan-00
1163,291,146,1,1,0,Jan-00
1164,257,82,1,1,0,Jan-00
1165,164,55,1,1,0,Jan-00
1166,292,119,1,1,0,Jan-00
1167,268,89,1,1,0,Jan-00
1168,262,130,1,1,0,Jan-00
1169,262,75,1,1,0,Jan-00
1170,230,46,1,1,0,Jan-00
1171,272,75,1,1,0,Jan-00
1172,178,43,1,1,0,Jan-00
1173,221,61,1,1,0,Jan-00
1174,289,100,1,1,0,Jan-00
1175,233,95,1,1,0,Jan-00
1176,166,42,1,1,0,Jan-00
1177,183,71,1,1,0,Jan-00
1178,255,40,1,1,0,Jan-00
1179,179,63,1,1,0,Jan-00
1180,272,95,1,1,0,Jan-00
1181,287,68,1,1,0,Jan-00
1182,261,134,1,1,0,Jan-00
1183,255,143,1,1,0,Jan-00
1184,278,73,1,1,0,Jan-00
1185,150,124,1,1,0,Jan-00
1186,150,90,1,1,0,Jan-00
1187,270,145,1,1,0,Jan-00
1188,253,108,1,1,0,Jan-00
1189,200,114,1,1,0,Jan-00
1190,206,128,1,1,0,Jan-00
1191,284,78,1,1,0,Jan-00
1192,198,52,1,1,0,Jan-00
1193,279,85,1,1,0,Jan-00
1194,250,114,1,1,0,Jan-00
1195,190,102,1,1,0,Jan-00
1196,207,25,1,1,0,Jan-00
1197,277,56,1,1,0,Jan-00
1198,231,41,1,1,0,Jan-00
1199,259,114,1,1,0,Jan-00
1200,171,49,1,1,0,Jan-00
1201,180,41,1,1,0,Jan-00
1202,260,141,1,1,0,Jan-00
1203,166,73,1,1,0,Jan-00
1204,213,133,1,1,0,Jan-00
1205,225,13,1,1,0,Jan-00
1206,249,131,1,1,0,Jan-00
1207,152,124,1,1,0,Jan-00
1208,241,37,1,1,0,Jan-00
1209,160,126,1,1,0,Jan-00
1210,238,20,1,1,0,Jan-00
1211,297,39,1,1,0,Jan-00
1212,177,53,1,1,0,Jan-00
1213,266,115,1,1,0,Jan-00
1214,248,11,1,1,0,Jan-00
1215,270,18,1,1,0,Jan-00
1216,202,79,1,1,0,Jan-00
1217,217,1,1,1,0,Jan-00
1218,197,85,1,1,0,Jan-00
1219,254,47,1,1,0,Jan-00
1220,236,42,1,1,0,Jan-00
1221,238,138,1,1,0,Jan-00
1222,204,128,1,1,0,Jan-00
1223,232,140,1,1,0,Jan-00
1224,257,0,1,1,0,Jan-00
1225,230,76,1,1,0,Jan-00
1226,257,8,1,1,0,Jan-00
1227,299,43,1,1,0,Jan-00
1228,278,122,1,1,0,Jan-00
1229,171,39,1,1,0,Jan-00
1230,296,131,1,1,0,Jan-00
1231,171,142,1,1,0,Jan-00
1232,246,86,1,1,0,Jan-00
1233,248,132,1,1,0,Jan-00
1234,242,111,1,1,0,Jan-00
1235,184,99,1,1,0,Jan-00
1236,188,55,1,1,0,Jan-00
1237,206,30,1,1,0,Jan-00
1238,256,107,1,1,0,Jan-00
1239,284,93,1,1,0,Jan-00
1240,156,129,1,1,0,Jan-00
1241,213,89,1,1,0,Jan-00
1242,185,106,1,1,0,Jan-00
1243,252,105,1,1,0,Jan-00
1244,231,59,1,1,0,Jan-00
1245,202,49,1,1,0,Jan-00
1246,248,121,1,1,0,Jan-00
1247,166,143,1,1,0,Jan-00
1248,197,119,1,1,0,Jan-00
1249,294,125,1,1,0,Jan-00
1250,269,71,1,1,0,Jan-00
1251,242,25,1,1,0,Jan-00
1252,227,78,1,1,0,Jan-00
1253,191,87,1,1,0,Jan-00
1254,201,128,1,1,0,Jan-00
1255,206,63,1,1,0,Jan-00
1256,264,99,1,1,0,Jan-00
1257,169,9,1,1,0,Jan-00
1258,190,94,1,1,0,Jan-00
1259,275,112,1,1,0,Jan-00
1260,222,9,1,1,0,Jan-00
1261,192,134,1,1,0,Jan-00
1262,167,144,1,1,0,Jan-00
1263,155,98,1,1,0,Jan-00
1264,254,109,1,1,0,Jan-00
1265,200,23,1,1,0,Jan-00
1266,182,94,1,1,0,Jan-00
1267,236,120,1,1,0,Jan-00
1268,285,2,1,1,0,Jan-00
1269,293,114,1,1,0,Jan-00
1270,164,18,1,1,0,Jan-00
1271,230,84,1,1,0,Jan-00
1272,234,16,1,1,0,Jan-00
1273,158,98,1,1,0,Jan-00
1274,267,98,1,1,0,Jan-00
1275,238,61,1,1,0,Jan-00
1276,259,85,1,1,0,Jan-00
1277,194,4,1,1,0,Jan-00
1278,283,10,1,1,0,Jan-00
1279,185,9,1,1,0,Jan-00
1280,255,51,1,1,0,Jan-00
1281,209,50,1,1,0,Jan-00
1282,296,34,1,1,0,Jan-00
1283,219,77,1,1,0,Jan-00
1284,222,68,1,1,0,Jan-00
1285,264,122,1,1,0,Jan-00
1286,224,80,1,1,0,Jan-00
1287,260,45,1,1,0,Jan-00
1288,295,9,1,1,0,Jan-00
1289,195,79,1,1,0,Jan-00
1290,272,8,1,1,0,Jan-00
1291,265,127,1,1,0,Jan-00
1292,263,72,1,1,0,Jan-00
1293,207,124,1,1,0,Jan-00
1294,273,112,1,1,0,Jan-00
1295,219,45,1,1,0,Jan-00
1296,211,1,1,1,0,Jan-00
1297,202,97,1,1,0,Jan-00
1298,224,0,1,1,0,Jan-00
1299,224,90,1,1,0,Jan-00
1300,195,135,1,1,0,Jan-00
1301,183,83,1,1,0,Jan-00
1302,226,65,1,1,0,Jan-00
1303,182,114,1,1,0,Jan-00
1304,266,61,1,1,0,Jan-00
1305,273,90,1,1,0,Jan-00
1306,162,118,1,1,0,Jan-00
1307,254,17,1,1,0,Jan-00
1308,212,23,1,1,0,Jan-00
1309,155,57,1,1,0,Jan-00
1310,176,3,1,1,0,Jan-00
1311,282,149,1,1,0,Jan-00
1312,276,70,1,1,0,Jan-00
1313,201,104,1,1,0,Jan-00
1314,170,41,1,1,0,Jan-00
1315,264,90,1,1,0,Jan-00
1316,219,49,1,1,0,Jan-00
1317,216,22,1,1,0,Jan-00
1318,243,140,1,1,0,Jan-00
1319,238,69,1,1,0,Jan-00
1320,249,47,1,1,0,Jan-00
1321,162,16,1,1,0,Jan-00
1322,160,129,1,1,0,Jan-00
1323,297,33,1,1,0,Jan-00
1324,201,113,1,1,0,Jan-00
1325,219,10,1,1,0,Jan-00
1326,155,111,1,1,0,Jan-00
1327,153,133,1,1,0,Jan-00
1328,278,149,1,1,0,Jan-00
1329,200,10,1,1,0,Jan-00
1330,263,88,1,1,0,Jan-00
1331,245,29,1,1,0,Jan-00
1332,177,82,1,1,0,Jan-00
1333,251,86,1,1,0,Jan-00
1334,241,131,1,1,0,Jan-00
1335,249,100,1,1,0,Jan-00
1336,237,14,1,1,0,Jan-00
1337,257,97,1,1,0,Jan-00
1338,297,67,1,1,0,Jan-00
1339,168,59,1,1,0,Jan-00
1340,180,130,1,1,0,Jan-00
1341,164,80,1,1,0,Jan-00
1342,271,28,1,1,0,Jan-00
1343,288,51,1,1,0,Jan-00
1344,298,4,1,1,0,Jan-00
1345,159,65,1,1,0,Jan-00
1346,282,114,1,1,0,Jan-00
1347,286,95,1,1,0,Jan-00
1348,248,32,1,1,0,Jan-00
1349,204,139,1,1,0,Jan-00
1350,251,7,1,1,0,Jan-00
1351,179,143,1,1,0,Jan-00
1352,193,68,1,1,0,Jan-00
1353,222,85,1,1,0,Jan-00
1354,283,3,1,1,0,Jan-00
1355,275,81,1,1,0,Jan-00
1356,171,102,1,1,0,Jan-00
1357,179,50,1,1,0,Jan-00
1358,297,71,1,1,0,Jan-00
1359,224,94,1,1,0,Jan-00
1360,162,133,1,1,0,Jan-00
1361,195,22,1,1,0,Jan-00
1362,212,69,1,1,0,Jan-00
1363,297,140,1,1,0,Jan-00
1364,188,240,1,1,1,1-Jan
1365,236,296,1,1,1,1-Jan
1366,276,279,1,1,1,1-Jan
1367,282,246,1,1,1,1-Jan
1368,225,261,1,1,1,1-Jan
1369,175,216,1,1,1,1-Jan
1370,159,295,1,1,1,1-Jan
1371,299,184,1,1,1,1-Jan
1372,150,155,1,1,1,1-Jan
1373,189,237,1,1,1,1-Jan
1374,263,220,1,1,1,1-Jan
1375,228,203,1,1,1,1-Jan
1376,251,185,1,1,1,1-Jan
1377,256,208,1,1,1,1-Jan
1378,193,212,1,1,1,1-Jan
1379,232,197,1,1,1,1-Jan
1380,234,285,1,1,1,1-Jan
1381,204,205,1,1,1,1-Jan
1382,227,283,1,1,1,1-Jan
1383,297,193,1,1,1,1-Jan
1384,167,271,1,1,1,1-Jan
1385,254,229,1,1,1,1-Jan
1386,274,262,1,1,1,1-Jan
1387,176,180,1,1,1,1-Jan
1388,178,222,1,1,1,1-Jan
1389,285,296,1,1,1,1-Jan
1390,280,228,1,1,1,1-Jan
1391,155,186,1,1,1,1-Jan
1392,161,273,1,1,1,1-Jan
1393,212,223,1,1,1,1-Jan
1394,207,280,1,1,1,1-Jan
1395,298,231,1,1,1,1-Jan
1396,240,252,1,1,1,1-Jan
1397,271,183,1,1,1,1-Jan
1398,255,266,1,1,1,1-Jan
1399,160,188,1,1,1,1-Jan
1400,231,226,1,1,1,1-Jan
1401,242,282,1,1,1,1-Jan
1402,296,293,1,1,1,1-Jan
1403,168,206,1,1,1,1-Jan
1404,222,153,1,1,1,1-Jan
1405,185,212,1,1,1,1-Jan
1406,210,235,1,1,1,1-Jan
1407,170,290,1,1,1,1-Jan
1408,206,210,1,1,1,1-Jan
1409,268,261,1,1,1,1-Jan
1410,248,214,1,1,1,1-Jan
1411,177,266,1,1,1,1-Jan
1412,211,287,1,1,1,1-Jan
1413,287,230,1,1,1,1-Jan
1414,246,291,1,1,1,1-Jan
1415,179,156,1,1,1,1-Jan
1416,201,222,1,1,1,1-Jan
1417,247,236,1,1,1,1-Jan
1418,283,172,1,1,1,1-Jan
1419,195,181,1,1,1,1-Jan
1420,278,174,1,1,1,1-Jan
1421,184,272,1,1,1,1-Jan
1422,244,280,1,1,1,1-Jan
1423,153,158,1,1,1,1-Jan
1424,162,165,1,1,1,1-Jan
1425,243,247,1,1,1,1-Jan
1426,224,193,1,1,1,1-Jan
1427,239,202,1,1,1,1-Jan
1428,174,216,1,1,1,1-Jan
1429,266,175,1,1,1,1-Jan
1430,217,196,1,1,1,1-Jan
1431,180,151,1,1,1,1-Jan
1432,199,172,1,1,1,1-Jan
1433,157,239,1,1,1,1-Jan
1434,241,299,1,1,1,1-Jan
1435,292,237,1,1,1,1-Jan
1436,215,177,1,1,1,1-Jan
1437,295,249,1,1,1,1-Jan
1438,284,191,1,1,1,1-Jan
1439,261,214,1,1,1,1-Jan
1440,164,155,1,1,1,1-Jan
1441,173,170,1,1,1,1-Jan
1442,191,289,1,1,1,1-Jan
1443,202,214,1,1,1,1-Jan
1444,203,216,1,1,1,1-Jan
1445,279,236,1,1,1,1-Jan
1446,190,269,1,1,1,1-Jan
1447,265,285,1,1,1,1-Jan
1448,152,156,1,1,1,1-Jan
1449,213,177,1,1,1,1-Jan
1450,183,294,1,1,1,1-Jan
1451,154,245,1,1,1,1-Jan
1452,252,167,1,1,1,1-Jan
1453,208,246,1,1,1,1-Jan
1454,267,280,1,1,1,1-Jan
1455,226,226,1,1,1,1-Jan
1456,286,286,1,1,1,1-Jan
1457,209,154,1,1,1,1-Jan
1458,289,182,1,1,1,1-Jan
1459,165,203,1,1,1,1-Jan
1460,293,258,1,1,1,1-Jan
1461,275,280,1,1,1,1-Jan
1462,169,278,1,1,1,1-Jan
1463,277,205,1,1,1,1-Jan
1464,187,293,1,1,1,1-Jan
1465,238,261,1,1,1,1-Jan
1466,196,184,1,1,1,1-Jan
1467,219,164,1,1,1,1-Jan
1468,192,223,1,1,1,1-Jan
1469,290,287,1,1,1,1-Jan
1470,294,226,1,1,1,1-Jan
1471,205,238,1,1,1,1-Jan
1472,216,238,1,1,1,1-Jan
1473,237,275,1,1,1,1-Jan
1474,273,296,1,1,1,1-Jan
1475,249,188,1,1,1,1-Jan
1476,200,298,1,1,1,1-Jan
1477,151,212,1,1,1,1-Jan
1478,259,239,1,1,1,1-Jan
1479,270,298,1,1,1,1-Jan
1480,194,190,1,1,1,1-Jan
1481,171,243,1,1,1,1-Jan
1482,221,196,1,1,1,1-Jan
1483,229,291,1,1,1,1-Jan
1484,223,219,1,1,1,1-Jan
1485,258,186,1,1,1,1-Jan
1486,233,246,1,1,1,1-Jan
1487,272,163,1,1,1,1-Jan
1488,269,226,1,1,1,1-Jan
1489,230,189,1,1,1,1-Jan
1490,186,210,1,1,1,1-Jan
1491,250,223,1,1,1,1-Jan
1492,220,176,1,1,1,1-Jan
1493,264,173,1,1,1,1-Jan
1494,158,248,1,1,1,1-Jan
1495,281,268,1,1,1,1-Jan
1496,253,166,1,1,1,1-Jan
1497,181,238,1,1,1,1-Jan
1498,235,237,1,1,1,1-Jan
1499,288,188,1,1,1,1-Jan
1500,245,229,1,1,1,1-Jan
1501,291,194,1,1,1,1-Jan
1502,182,249,1,1,1,1-Jan
1503,197,196,1,1,1,1-Jan
1504,198,213,1,1,1,1-Jan
1505,156,240,1,1,1,1-Jan
1506,166,287,1,1,1,1-Jan
1507,172,166,1,1,1,1-Jan
1508,218,156,1,1,1,1-Jan
1509,163,245,1,1,1,1-Jan
1510,260,219,1,1,1,1-Jan
1511,214,203,1,1,1,1-Jan
1512,257,181,1,1,1,1-Jan
1513,262,222,1,1,1,1-Jan
1514,281,181,1,1,1,1-Jan
1515,236,230,1,1,1,1-Jan
1516,200,195,1,1,1,1-Jan
1517,229,255,1,1,1,1-Jan
1518,200,157,1,1,1,1-Jan
1519,239,276,1,1,1,1-Jan
1520,169,293,1,1,1,1-Jan
1521,295,178,1,1,1,1-Jan
1522,174,232,1,1,1,1-Jan
1523,260,152,1,1,1,1-Jan
1524,207,280,1,1,1,1-Jan
1525,205,264,1,1,1,1-Jan
1526,165,194,1,1,1,1-Jan
1527,157,255,1,1,1,1-Jan
1528,265,246,1,1,1,1-Jan
1529,154,271,1,1,1,1-Jan
1530,209,231,1,1,1,1-Jan
1531,190,194,1,1,1,1-Jan
1532,244,179,1,1,1,1-Jan
1533,251,177,1,1,1,1-Jan
1534,174,173,1,1,1,1-Jan
1535,252,293,1,1,1,1-Jan
1536,282,189,1,1,1,1-Jan
1537,298,164,1,1,1,1-Jan
1538,151,199,1,1,1,1-Jan
1539,169,265,1,1,1,1-Jan
1540,249,224,1,1,1,1-Jan
1541,240,282,1,1,1,1-Jan
1542,276,187,1,1,1,1-Jan
1543,199,283,1,1,1,1-Jan
1544,282,225,1,1,1,1-Jan
1545,283,234,1,1,1,1-Jan
1546,152,204,1,1,1,1-Jan
1547,215,200,1,1,1,1-Jan
1548,216,174,1,1,1,1-Jan
1549,213,158,1,1,1,1-Jan
1550,258,244,1,1,1,1-Jan
1551,208,198,1,1,1,1-Jan
1552,248,216,1,1,1,1-Jan
1553,163,210,1,1,1,1-Jan
1554,160,292,1,1,1,1-Jan
1555,276,270,1,1,1,1-Jan
1556,248,296,1,1,1,1-Jan
1557,257,241,1,1,1,1-Jan
1558,202,220,1,1,1,1-Jan
1559,213,257,1,1,1,1-Jan
1560,185,264,1,1,1,1-Jan
1561,203,158,1,1,1,1-Jan
1562,170,185,1,1,1,1-Jan
1563,250,171,1,1,1,1-Jan
1564,150,226,1,1,1,1-Jan
1565,174,271,1,1,1,1-Jan
1566,240,263,1,1,1,1-Jan
1567,237,215,1,1,1,1-Jan
1568,223,191,1,1,1,1-Jan
1569,179,153,1,1,1,1-Jan
1570,290,269,1,1,1,1-Jan
1571,151,156,1,1,1,1-Jan
1572,256,268,1,1,1,1-Jan
1573,161,266,1,1,1,1-Jan
1574,230,287,1,1,1,1-Jan
1575,225,213,1,1,1,1-Jan
1576,162,232,1,1,1,1-Jan
1577,266,192,1,1,1,1-Jan
1578,270,277,1,1,1,1-Jan
1579,178,222,1,1,1,1-Jan
1580,176,171,1,1,1,1-Jan
1581,294,206,1,1,1,1-Jan
1582,244,204,1,1,1,1-Jan
1583,169,223,1,1,1,1-Jan
1584,262,212,1,1,1,1-Jan
1585,151,220,1,1,1,1-Jan
1586,237,276,1,1,1,1-Jan
1587,295,268,1,1,1,1-Jan
1588,187,204,1,1,1,1-Jan
1589,218,154,1,1,1,1-Jan
1590,207,203,1,1,1,1-Jan
1591,197,202,1,1,1,1-Jan
1592,225,219,1,1,1,1-Jan
1593,166,181,1,1,1,1-Jan
1594,189,163,1,1,1,1-Jan
1595,292,209,1,1,1,1-Jan
1596,227,223,1,1,1,1-Jan
1597,247,217,1,1,1,1-Jan
1598,229,150,1,1,1,1-Jan
1599,298,260,1,1,1,1-Jan
1600,192,265,1,1,1,1-Jan
1601,177,204,1,1,1,1-Jan
1602,241,211,1,1,1,1-Jan
